Latitude,Longitude,Land_Price_lakhs_per_acre
20.5,75.75,84.67875555877387
20.603434343434344,75.75,86.74788351749523
20.706868686868688,75.75,77.43267589227204
20.81030303030303,75.75,94.96577762133916
20.913737373737373,75.75,83.9824878657268
21.017171717171717,75.75,79.5228965326466
21.12060606060606,75.75,71.64372600287436
21.224040404040405,75.75,58.680831083356175
21.327474747474746,75.75,90.05223353843348
21.43090909090909,75.75,78.58532377682751
21.534343434343434,75.75,70.32021654880904
21.637777777777778,75.75,60.08845125761531
21.741212121212122,75.75,64.32846055882302
21.844646464646466,75.75,59.47524411323069
21.948080808080807,75.75,60.270821777087164
22.05151515151515,75.75,76.43967751673064
22.154949494949495,75.75,61.29649631691719
22.25838383838384,75.75,66.09358054675704
22.361818181818183,75.75,62.342360895209005
22.465252525252524,75.75,69.24505533258905
22.568686868686868,75.75,76.19309013345634
22.672121212121212,75.75,65.30029805117192
22.775555555555556,75.75,93.86978322014679
22.8789898989899,75.75,83.30763324475639
22.98242424242424,75.75,67.78038893791529
23.085858585858585,75.75,79.11072305072058
23.18929292929293,75.75,59.33975393732301
23.292727272727273,75.75,78.7947644434532
23.396161616161617,75.75,72.95934230940681
23.499595959595958,75.75,84.96997023287261
23.6030303030303,75.75,77.59562839759823
23.706464646464646,75.75,58.78149957213134
23.80989898989899,75.75,80.95258543589821
23.913333333333334,75.75,60.88464244007209
24.016767676767678,75.75,75.70446899556333
24.12020202020202,75.75,74.25940290684417
24.223636363636363,75.75,56.85397826479117
24.327070707070707,75.75,56.389700809751
24.43050505050505,75.75,76.90065379293478
24.53393939393939,75.75,57.13132499414293
24.637373737373736,75.75,85.57924681482568
24.74080808080808,75.75,62.34059428896903
24.844242424242424,75.75,57.132199022849306
24.947676767676768,75.75,80.59607043604927
25.051111111111112,75.75,77.24608792614067
25.154545454545456,75.75,87.83371031999701
25.257979797979797,75.75,63.88666386779201
25.36141414141414,75.75,77.22554836365333
25.464848484848485,75.75,66.98368487399833
25.568282828282825,75.75,66.59066916638254
25.67171717171717,75.75,82.94321015074553
25.775151515151514,75.75,58.369734850667285
25.878585858585858,75.75,73.48822049780435
25.982020202020202,75.75,71.83724738015326
26.085454545454546,75.75,79.10787113316965
26.18888888888889,75.75,59.259919943578986
26.29232323232323,75.75,79.26153136098534
26.395757575757575,75.75,60.21350297932017
26.49919191919192,75.75,94.0130760793558
26.602626262626263,75.75,64.36618867060885
26.706060606060603,75.75,68.6693816914262
26.809494949494947,75.75,71.30011688362715
26.91292929292929,75.75,89.33922350356858
27.016363636363636,75.75,57.00281728442861
27.11979797979798,75.75,60.90742548755438
27.223232323232324,75.75,71.1216591187297
27.326666666666664,75.75,80.26842855675972
27.43010101010101,75.75,68.93668827299817
27.533535353535353,75.75,62.3806522561043
27.636969696969697,75.75,72.03977707711265
27.740404040404037,75.75,65.80178957392025
27.84383838383838,75.75,84.63349520656499
27.947272727272725,75.75,63.976836800998974
28.05070707070707,75.75,82.67674250691528
28.154141414141414,75.75,82.49322420280681
28.257575757575758,75.75,81.3161285712894
28.361010101010102,75.75,87.52941662041323
28.464444444444442,75.75,90.96661862735814
28.567878787878787,75.75,89.87357886854676
28.67131313131313,75.75,70.74247786376864
28.77474747474747,75.75,84.11282924674114
28.878181818181815,75.75,61.464453865768725
28.98161616161616,75.75,89.62756632024734
29.085050505050503,75.75,58.763256457579736
29.188484848484848,75.75,85.30504653840998
29.29191919191919,75.75,88.73520438331789
29.395353535353536,75.75,94.80311404202251
29.49878787878788,75.75,94.28100351414687
29.60222222222222,75.75,61.20881830278927
29.705656565656565,75.75,72.48579522113738
29.80909090909091,75.75,71.44850326143694
29.91252525252525,75.75,76.58684479707169
30.015959595959593,75.75,58.710251213467245
30.119393939393937,75.75,62.24828798160044
30.22282828282828,75.75,80.879011398183
30.326262626262626,75.75,67.9855463204866
30.42969696969697,75.75,70.27361434935274
30.533131313131314,75.75,55.840358607153576
30.636565656565654,75.75,72.99292344625569
30.74,75.75,70.90863118609866
20.5,75.78787878787878,92.04596301881554
20.603434343434344,75.78787878787878,66.02505599381888
20.706868686868688,75.78787878787878,74.90921988812157
20.81030303030303,75.78787878787878,56.08260918397929
20.913737373737373,75.78787878787878,67.27921904798862
21.017171717171717,75.78787878787878,82.8718723785964
21.12060606060606,75.78787878787878,77.67276383431522
21.224040404040405,75.78787878787878,57.69416885716053
21.327474747474746,75.78787878787878,58.97864731016357
21.43090909090909,75.78787878787878,69.3472504205908
21.534343434343434,75.78787878787878,84.07066088651898
21.637777777777778,75.78787878787878,81.48228788830852
21.741212121212122,75.78787878787878,74.71810101344727
21.844646464646466,75.78787878787878,65.39321893608046
